Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
F7BPW6,unreviewed,F7BPW6_MOUSE,Protein transport protein sec16,Sec16a,Mus musculus (Mouse),907,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; protein transport [GO:0015031],endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; protein transport [GO:0015031],GO:0000139; GO:0005789; GO:0006914; GO:0015031; GO:0048208; GO:0070971,endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139],
Q3TRA8,unreviewed,Q3TRA8_MOUSE,Uncharacterized protein,Sec16a AU024582,Mus musculus (Mouse),283,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],cytoplasm [GO:0005737]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],GO:0005737; GO:0006914; GO:0048208,cytoplasm [GO:0005737],
Q3TZR0,unreviewed,Q3TZR0_MOUSE,Uncharacterized protein,Sec16a,Mus musculus (Mouse),313,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],cytoplasm [GO:0005737]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],GO:0005737; GO:0006914; GO:0048208,cytoplasm [GO:0005737],
Q8K000,unreviewed,Q8K000_MOUSE,Sec16a protein,Sec16a,Mus musculus (Mouse),800,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],endoplasmic reticulum membrane [GO:0005789]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],GO:0005789; GO:0006914; GO:0048208,endoplasmic reticulum membrane [GO:0005789],
Q8R336,unreviewed,Q8R336_MOUSE,Sec16a protein,Sec16a AU024582,Mus musculus (Mouse),542,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],cytoplasm [GO:0005737]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208],GO:0005737; GO:0006914; GO:0048208,cytoplasm [GO:0005737],
Q91XT4,reviewed,SC16B_MOUSE,"Protein transport protein Sec16B (Leucine zipper transcription regulator 2) (Regucalcin gene promoter region-related protein p117, RGPR-p117) (SEC16 homolog B)",Sec16b Kiaa1928 Lztr2 Rgpr,Mus musculus (Mouse),1051,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; peroxisome fission [GO:0016559]; positive regulation of gene expression [GO:0010628]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein transport [GO:0015031],endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; peroxisome fission [GO:0016559]; positive regulation of gene expression [GO:0010628]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein transport [GO:0015031],GO:0000139; GO:0005789; GO:0006888; GO:0006914; GO:0007029; GO:0007030; GO:0010628; GO:0012507; GO:0015031; GO:0016559; GO:0043231; GO:0048208; GO:0070863; GO:0070971; GO:0070973,endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231],
F6Q2Y9,unreviewed,F6Q2Y9_MOUSE,Protein transport protein sec16,Sec16b,Mus musculus (Mouse),699,autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; protein transport [GO:0015031],endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; autophagy [GO:0006914]; COPII vesicle coating [GO:0048208]; protein transport [GO:0015031],GO:0000139; GO:0005789; GO:0006914; GO:0015031; GO:0048208; GO:0070971,endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139],
P61620,reviewed,S61A1_MOUSE,"Protein transport protein Sec61 subunit alpha isoform 1, Sec61 alpha-1",Sec61a1 Sec61a,Mus musculus (Mouse),476,"cotranslational protein targeting to membrane [GO:0006613]; endoplasmic reticulum organization [GO:0007029]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]; pronephric nephron development [GO:0039019]; protein insertion into ER membrane [GO:0045048]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]","endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; phagocytic vesicle membrane [GO:0030670]; rough endoplasmic reticulum [GO:0005791]; Sec61 translocon complex [GO:0005784]; calcium channel activity [GO:0005262]; protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]; transmembrane transporter activity [GO:0022857]; cotranslational protein targeting to membrane [GO:0006613]; endoplasmic reticulum organization [GO:0007029]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]; pronephric nephron development [GO:0039019]; protein insertion into ER membrane [GO:0045048]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]",GO:0005048; GO:0005262; GO:0005784; GO:0005789; GO:0005791; GO:0006613; GO:0006614; GO:0006616; GO:0006620; GO:0007029; GO:0008320; GO:0016020; GO:0022857; GO:0030176; GO:0030670; GO:0031204; GO:0039019; GO:0043022; GO:0045048,endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; phagocytic vesicle membrane [GO:0030670]; rough endoplasmic reticulum [GO:0005791]; Sec61 translocon complex [GO:0005784],calcium channel activity [GO:0005262]; protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048]; transmembrane transporter activity [GO:0022857]
Q3TJD0,unreviewed,Q3TJD0_MOUSE,Plug_translocon domain-containing protein,Sec61a1,Mus musculus (Mouse),476,protein transport [GO:0015031],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; protein transport [GO:0015031],GO:0005789; GO:0015031; GO:0016021,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],
Q3V477,unreviewed,Q3V477_MOUSE,Uncharacterized protein,Sec61a1,Mus musculus (Mouse),113,,,,,
Q9CQS8,reviewed,SC61B_MOUSE,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),96,"post-translational protein targeting to membrane, translocation [GO:0031204]; retrograde protein transport, ER to cytosol [GO:0030970]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; ubiquitin-dependent ERAD pathway [GO:0030433]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; Sec61 translocon complex [GO:0005784]; epidermal growth factor binding [GO:0048408]; ribosome binding [GO:0043022]; post-translational protein targeting to membrane, translocation [GO:0031204]; retrograde protein transport, ER to cytosol [GO:0030970]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]; ubiquitin-dependent ERAD pathway [GO:0030433]",GO:0005783; GO:0005784; GO:0005789; GO:0006616; GO:0016020; GO:0016021; GO:0030433; GO:0030970; GO:0031204; GO:0043022; GO:0044322; GO:0048408,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; Sec61 translocon complex [GO:0005784],epidermal growth factor binding [GO:0048408]; ribosome binding [GO:0043022]
A8Y5P8,unreviewed,A8Y5P8_MOUSE,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),140,,,,,
A8Y5P9,unreviewed,A8Y5P9_MOUSE,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),117,,,,,
Q8BU14,reviewed,SEC62_MOUSE,"Translocation protein SEC62 (Translocation protein 1, TP-1)",Sec62 Tloc1,Mus musculus (Mouse),398,"post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]","endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]",GO:0005783; GO:0006620; GO:0016020; GO:0030176; GO:0031204,endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020],
Q05DA2,unreviewed,Q05DA2_MOUSE,Translocation protein SEC62,Sec62 Tloc1,Mus musculus (Mouse),136,protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; protein transport [GO:0015031],GO:0015031; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],
Q8BK88,unreviewed,Q8BK88_MOUSE,Uncharacterized protein,Sec62 Tloc1,Mus musculus (Mouse),58,,,,,
Q8CIK3,unreviewed,Q8CIK3_MOUSE,Translocation protein SEC62,Sec62,Mus musculus (Mouse),293,protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; protein transport [GO:0015031],GO:0015031; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],
Q9CRY0,unreviewed,Q9CRY0_MOUSE,Translocation protein SEC62,Sec62 Tloc1,Mus musculus (Mouse),132,protein transport [GO:0015031],integral component of endoplasmic reticulum membrane [GO:0030176]; protein transport [GO:0015031],GO:0015031; GO:0030176,integral component of endoplasmic reticulum membrane [GO:0030176],
Q8VHE0,reviewed,SEC63_MOUSE,Translocation protein SEC63 homolog,Sec63 Sec63l,Mus musculus (Mouse),760,"liver development [GO:0001889]; multicellular organism aging [GO:0010259]; nitrogen compound metabolic process [GO:0006807]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]","endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; Sec62/Sec63 complex [GO:0031207]; protein transmembrane transporter activity [GO:0008320]; liver development [GO:0001889]; multicellular organism aging [GO:0010259]; nitrogen compound metabolic process [GO:0006807]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",GO:0001889; GO:0005783; GO:0006614; GO:0006620; GO:0006807; GO:0008320; GO:0010259; GO:0016020; GO:0016021; GO:0031204; GO:0031207,endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; Sec62/Sec63 complex [GO:0031207],protein transmembrane transporter activity [GO:0008320]
Q80YG4,unreviewed,Q80YG4_MOUSE,SEC63,Sec63,Mus musculus (Mouse),760,"post-translational protein targeting to membrane, translocation [GO:0031204]","endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; post-translational protein targeting to membrane, translocation [GO:0031204]",GO:0005783; GO:0016021; GO:0031204,endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021],
Q8K2U5,unreviewed,Q8K2U5_MOUSE,Sec63 protein,Sec63,Mus musculus (Mouse),516,"post-translational protein targeting to membrane, translocation [GO:0031204]","membrane [GO:0016020]; post-translational protein targeting to membrane, translocation [GO:0031204]",GO:0016020; GO:0031204,membrane [GO:0016020],
Q9BCZ4,reviewed,SELS_MOUSE,"Selenoprotein S, SelS (Minor histocompatibility antigen H47)",Selenos H47 Vimp,Mus musculus (Mouse),190,"cell redox homeostasis [GO:0045454]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; negative regulation of acute inflammatory response to antigenic stimulus [GO:0002865]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of macrophage apoptotic process [GO:2000110]; negative regulation of nitric-oxide synthase biosynthetic process [GO:0051771]; negative regulation of tumor necrosis factor production [GO:0032720]; regulation of nitric oxide metabolic process [GO:0080164]; response to glucose [GO:0009749]; response to redox state [GO:0051775]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]","cytoplasmic microtubule [GO:0005881]; Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; low-density lipoprotein particle [GO:0034362]; very-low-density lipoprotein particle [GO:0034361]; antioxidant activity [GO:0016209]; ATPase binding [GO:0051117]; enzyme binding [GO:0019899]; ubiquitin-specific protease binding [GO:1990381]; cell redox homeostasis [GO:0045454]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; negative regulation of acute inflammatory response to antigenic stimulus [GO:0002865]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of macrophage apoptotic process [GO:2000110]; negative regulation of nitric-oxide synthase biosynthetic process [GO:0051771]; negative regulation of tumor necrosis factor production [GO:0032720]; regulation of nitric oxide metabolic process [GO:0080164]; response to glucose [GO:0009749]; response to redox state [GO:0051775]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]",GO:0002865; GO:0005783; GO:0005881; GO:0006983; GO:0009749; GO:0016209; GO:0019899; GO:0030176; GO:0030433; GO:0030968; GO:0030970; GO:0032715; GO:0032720; GO:0034361; GO:0034362; GO:0034599; GO:0036502; GO:0036513; GO:0045454; GO:0050728; GO:0051117; GO:0051771; GO:0051775; GO:0071222; GO:0080164; GO:1902236; GO:1990381; GO:2000110,cytoplasmic microtubule [GO:0005881]; Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; low-density lipoprotein particle [GO:0034362]; very-low-density lipoprotein particle [GO:0034361],antioxidant activity [GO:0016209]; ATPase binding [GO:0051117]; enzyme binding [GO:0019899]; ubiquitin-specific protease binding [GO:1990381]
